,0,1,2,3,4
347,[9 1 0 0 0 0 0 6 1 2 3 5 0 0 3 0 0 0 0 0 0 0 0 0 3],"tf.Tensor([ 1.5618873  -0.02729478 -0.7606492  -0.705935   -0.42249262 10.        ], shape=(6,), dtype=float32)",0.1,[9 2 4 0 0 0 0 0 1 4 1 6 0 0 3 0 0 0 0 0 0 0 0 0 3],False
348,[9 2 4 0 0 0 0 0 1 4 1 6 0 0 3 0 0 0 0 0 0 0 0 0 3],"tf.Tensor([ 1.845954   -0.03655156 -0.58950543 -0.5130756  -0.26197085 10.        ], shape=(6,), dtype=float32)",0.0,[9 3 4 0 0 0 0 0 6 1 6 2 0 0 3 0 0 0 0 0 0 0 0 0 3],False
349,[9 3 4 0 0 0 0 0 6 1 6 2 0 0 3 0 0 0 0 0 0 0 0 0 3],"tf.Tensor([ 1.8980441   0.00625429 -0.31485164 -0.43907636 -0.5686747   3.        ], shape=(6,), dtype=float32)",8.0,[10 1 0 0 0 0 0 4 1 2 3 3 0 0 3 4 0 0 0 0 0 0 0 0 3],False
350,[10 1 0 0 0 0 0 4 1 2 3 3 0 0 3 4 0 0 0 0 0 0 0 0 3],[0 0 0 1 1 1],0.2,[10 2 2 4 0 0 0 6 1 4 0 0 0 0 3 4 0 0 0 0 0 0 0 0 3],False
351,[10 2 2 4 0 0 0 6 1 4 0 0 0 0 3 4 0 0 0 0 0 0 0 0 3],"tf.Tensor([ 1.2225732   0.7281651  -0.16524647  0.22036736 -0.38235298  5.        ], shape=(6,), dtype=float32)",0.1,[10 3 2 4 6 0 0 0 1 4 0 0 0 0 3 4 0 0 0 0 0 0 0 0 3],False
352,[10 3 2 4 6 0 0 0 1 4 0 0 0 0 3 4 0 0 0 0 0 0 0 0 3],[1 1 1 1 1 2],-6.0,[11 1 0 0 0 0 0 6 3 3 2 4 0 0 0 4 0 0 0 0 0 0 0 0 3],False
353,[11 1 0 0 0 0 0 6 3 3 2 4 0 0 0 4 0 0 0 0 0 0 0 0 3],[ 0  1  1  0  0 11],0.2,[11 2 3 5 0 0 0 1 0 0 5 2 0 0 0 4 0 0 0 0 0 0 0 0 3],False
354,[11 2 3 5 0 0 0 1 0 0 5 2 0 0 0 4 0 0 0 0 0 0 0 0 3],"tf.Tensor(
[ 1.7396921e+00  4.8646657e-03 -2.4471097e-01 -2.3104426e-01
 -6.7942941e-01  1.0000000e+01], shape=(6,), dtype=float32)",0.1,[11 3 3 5 1 0 0 0 0 0 5 3 0 0 0 4 0 0 0 0 0 0 0 0 3],False
355,[11 3 3 5 1 0 0 0 0 0 5 3 0 0 0 4 0 0 0 0 0 0 0 0 3],"tf.Tensor([ 1.9464179   0.05379913 -0.3418063  -0.23209235 -0.646059   10.        ], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 5 3 5 6 2 0 0 0 4 0 0 0 0 0 0 0 0 3],False
356,[12 1 0 0 0 0 0 5 3 5 6 2 0 0 0 4 0 0 0 0 0 0 0 0 3],"tf.Tensor([ 1.9628364   0.39098397 -0.6918261  -0.6289433  -0.18678011  5.        ], shape=(6,), dtype=float32)",0.1,[12 2 3 0 0 0 0 0 5 5 4 5 0 0 0 4 0 0 0 0 0 0 0 0 3],False
357,[12 2 3 0 0 0 0 0 5 5 4 5 0 0 0 4 0 0 0 0 0 0 0 0 3],"tf.Tensor([ 1.9706917   0.3019565  -0.43484867 -0.54510707 -0.27505484 10.        ], shape=(6,), dtype=float32)",0.0,[12 3 3 0 0 0 0 0 6 3 1 5 0 0 0 4 0 0 0 0 0 0 0 0 3],False
358,[12 3 3 0 0 0 0 0 6 3 1 5 0 0 0 4 0 0 0 0 0 0 0 0 3],[ 0  0  0  1  1 12],12.0,[13 1 0 0 0 0 0 3 4 6 1 4 0 0 0 4 0 0 0 0 0 0 0 0 9],False
359,[13 1 0 0 0 0 0 3 4 6 1 4 0 0 0 4 0 0 0 0 0 0 0 0 9],"tf.Tensor([ 2.1418219   0.12938014 -1.2195042  -0.45360535 -0.02145801 10.        ], shape=(6,), dtype=float32)",0.1,[13 2 1 0 0 0 0 0 6 3 6 3 0 0 0 4 0 0 0 0 0 0 0 0 9],False
360,[13 2 1 0 0 0 0 0 6 3 6 3 0 0 0 4 0 0 0 0 0 0 0 0 9],"tf.Tensor([ 1.799775    0.14816502 -1.0160501  -0.6717199  -0.42393336 10.        ], shape=(6,), dtype=float32)",0.0,[13 3 1 0 0 0 0 0 1 1 1 1 0 0 0 4 0 0 0 0 0 0 0 0 9],False
361,[13 3 1 0 0 0 0 0 1 1 1 1 0 0 0 4 0 0 0 0 0 0 0 0 9],[1 1 0 0 0 3],-8.0,[14 1 0 0 0 0 0 1 5 2 6 1 0 0 0 0 0 0 0 0 0 0 0 0 9],True
362,[1 1 0 0 0 0 0 1 1 5 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.8161486   0.03604311 -0.51668537 -0.43243095  0.14821717  5.        ], shape=(6,), dtype=float32)",0.0,[1 2 0 0 0 0 0 6 5 5 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0],False
363,[1 2 0 0 0 0 0 6 5 5 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 1 0 0],0.1,[1 3 2 0 0 0 0 6 4 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
364,[1 3 2 0 0 0 0 6 4 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 0 1 5],12.0,[2 1 0 0 0 0 0 1 1 5 5 2 0 0 0 0 0 6 0 0 0 0 0 0 0],False
365,[2 1 0 0 0 0 0 1 1 5 5 2 0 0 0 0 0 6 0 0 0 0 0 0 0],[ 1  0  0  0  0 10],0.1,[2 2 5 0 0 0 0 0 6 1 3 5 0 0 0 0 0 6 0 0 0 0 0 0 0],False
366,[2 2 5 0 0 0 0 0 6 1 3 5 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.0550271   0.29667202  0.9924773  -0.1337865  -0.34453806 12.        ], shape=(6,), dtype=float32)",0.1,[2 3 5 1 0 0 0 0 1 0 5 6 0 0 0 0 0 6 0 0 0 0 0 0 0],False
367,[2 3 5 1 0 0 0 0 1 0 5 6 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 1 0 0 0 7],0.0,[3 1 0 0 0 0 0 5 3 1 2 1 0 0 0 0 0 6 0 0 0 0 0 0 0],False
368,[3 1 0 0 0 0 0 5 3 1 2 1 0 0 0 0 0 6 0 0 0 0 0 0 0],[1 0 1 1 1 7],0.4,[3 2 6 3 6 4 0 0 6 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0],False
369,[3 2 6 3 6 4 0 0 6 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0],[ 1  0  1  0  1 12],0.0,[3 3 6 3 6 4 0 0 2 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0],False
370,[3 3 6 3 6 4 0 0 2 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 1 1 1 1 8],0.0,[4 1 0 0 0 0 0 6 6 3 6 4 0 0 0 0 0 6 0 0 0 0 0 0 0],False
371,[4 1 0 0 0 0 0 6 6 3 6 4 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 0.9748565   0.02250739 -0.24401374 -0.75583327 -0.52957195  3.        ], shape=(6,), dtype=float32)",0.1,[4 2 2 0 0 0 0 0 6 1 5 5 0 0 0 0 0 6 0 0 0 0 0 0 0],False
372,[4 2 2 0 0 0 0 0 6 1 5 5 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 0.9370851   0.13897145  0.5691209  -0.1554394  -0.48422277  2.        ], shape=(6,), dtype=float32)",0.0,[4 3 2 0 0 0 0 0 4 5 6 5 0 0 0 0 0 6 0 0 0 0 0 0 0],False
373,[4 3 2 0 0 0 0 0 4 5 6 5 0 0 0 0 0 6 0 0 0 0 0 0 0],[1 1 0 1 0 9],0.0,[5 1 0 0 0 0 0 2 2 3 4 2 0 0 0 0 0 6 0 0 0 0 0 0 0],False
374,[5 1 0 0 0 0 0 2 2 3 4 2 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 0.67588794  0.32522535 -0.01844707 -0.60375017 -0.48670924  6.        ], shape=(6,), dtype=float32)",0.0,[5 2 0 0 0 0 0 6 5 5 1 6 0 0 0 0 0 6 0 0 0 0 0 0 0],False
375,[5 2 0 0 0 0 0 6 5 5 1 6 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.1093043   0.6074203   0.6248865  -0.37819043 -0.5950182   5.        ], shape=(6,), dtype=float32)",0.1,[5 3 6 0 0 0 0 0 5 5 1 5 0 0 0 0 0 6 0 0 0 0 0 0 0],False
376,[5 3 6 0 0 0 0 0 5 5 1 5 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 0 1 0 0 6],0.0,[6 1 0 0 0 0 0 5 1 5 4 3 0 0 0 0 0 6 0 0 0 0 0 0 0],False
377,[6 1 0 0 0 0 0 5 1 5 4 3 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 0.9289886   0.460784    0.11328793 -0.5976644  -0.4306232   5.        ], shape=(6,), dtype=float32)",0.1,[6 2 6 0 0 0 0 0 1 5 1 6 0 0 0 0 0 6 0 0 0 0 0 0 0],False
378,[6 2 6 0 0 0 0 0 1 5 1 6 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.4985374   0.7813679   0.38854018 -0.4598759  -0.7372588   5.        ], shape=(6,), dtype=float32)",0.0,[6 3 6 0 0 0 0 0 4 5 6 4 0 0 0 0 0 6 0 0 0 0 0 0 0],False
379,[6 3 6 0 0 0 0 0 4 5 6 4 0 0 0 0 0 6 0 0 0 0 0 0 0],[1 0 1 0 0 4],10.0,[7 1 0 0 0 0 0 6 5 3 2 5 0 0 0 0 5 6 0 0 0 0 0 0 0],False
380,[7 1 0 0 0 0 0 6 5 3 2 5 0 0 0 0 5 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.3298666   0.91211456  0.6061867  -0.5143312  -0.67216206  5.        ], shape=(6,), dtype=float32)",0.2,[7 2 3 2 0 0 0 0 0 1 2 5 0 0 0 0 5 6 0 0 0 0 0 0 0],False
381,[7 2 3 2 0 0 0 0 0 1 2 5 0 0 0 0 5 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.4887879   0.6584675   0.6376903  -0.25372538 -0.75169665  6.        ], shape=(6,), dtype=float32)",0.0,[7 3 3 2 0 0 0 0 0 2 2 2 0 0 0 0 5 6 0 0 0 0 0 0 0],False
382,[7 3 3 2 0 0 0 0 0 2 2 2 0 0 0 0 5 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.3500806   0.53867036  0.3501144  -0.56891346 -0.70501673  6.        ], shape=(6,), dtype=float32)",0.0,[8 1 0 0 0 0 0 3 2 2 3 6 0 0 0 0 5 6 0 0 0 0 0 0 0],False
383,[8 1 0 0 0 0 0 3 2 2 3 6 0 0 0 0 5 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.3325233   0.87292284  0.6188691  -0.36735195 -0.91077995  5.        ], shape=(6,), dtype=float32)",0.1,[8 2 5 0 0 0 0 0 5 1 4 2 0 0 0 0 5 6 0 0 0 0 0 0 0],False
384,[8 2 5 0 0 0 0 0 5 1 4 2 0 0 0 0 5 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.3416148   0.33664995  0.11255621 -0.6943745  -0.747674    5.        ], shape=(6,), dtype=float32)",0.0,[8 3 5 0 0 0 0 0 6 1 3 6 0 0 0 0 5 6 0 0 0 0 0 0 0],False
385,[8 3 5 0 0 0 0 0 6 1 3 6 0 0 0 0 5 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.790801    0.7127886   0.88696027 -0.20340848 -0.81547415  5.        ], shape=(6,), dtype=float32)",-12.0,[9 1 0 0 0 0 0 5 1 3 1 3 0 0 0 0 5 0 0 0 0 0 0 0 0],False
386,[9 1 0 0 0 0 0 5 1 3 1 3 0 0 0 0 5 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.0067178   0.32750672 -0.70225966 -0.34748888 -0.27924496  5.        ], shape=(6,), dtype=float32)",0.1,[9 2 3 0 0 0 0 0 3 3 6 5 0 0 0 0 5 0 0 0 0 0 0 0 0],False
387,[9 2 3 0 0 0 0 0 3 3 6 5 0 0 0 0 5 0 0 0 0 0 0 0 0],[0 0 1 1 1 9],0.30000000000000004,[9 3 3 3 6 5 0 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0],False
388,[9 3 3 3 6 5 0 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0],[0 1 1 1 0 4],10.0,[10 1 0 0 0 0 0 3 4 3 1 1 0 0 0 0 10 0 0 0 0 0 0 0 0],False
389,[10 1 0 0 0 0 0 3 4 3 1 1 0 0 0 0 10 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.908698    0.6407479  -0.22551282 -0.515958   -0.6979605   5.        ], shape=(6,), dtype=float32)",0.1,[10 2 1 0 0 0 0 0 2 6 5 3 0 0 0 0 10 0 0 0 0 0 0 0 0],False
390,[10 2 1 0 0 0 0 0 2 6 5 3 0 0 0 0 10 0 0 0 0 0 0 0 0],[0 0 0 1 0 8],0.1,[10 3 1 5 0 0 0 0 1 5 0 5 0 0 0 0 10 0 0 0 0 0 0 0 0],False
391,[10 3 1 5 0 0 0 0 1 5 0 5 0 0 0 0 10 0 0 0 0 0 0 0 0],[0 0 0 1 0 6],0.0,[11 1 0 0 0 0 0 1 5 3 1 1 0 0 0 0 10 0 0 0 0 0 0 0 0],False
392,[11 1 0 0 0 0 0 1 5 3 1 1 0 0 0 0 10 0 0 0 0 0 0 0 0],[0 0 0 0 0 2],0.0,[11 2 0 0 0 0 0 3 5 1 2 5 0 0 0 0 10 0 0 0 0 0 0 0 0],False
393,[11 2 0 0 0 0 0 3 5 1 2 5 0 0 0 0 10 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.166046    0.71665096 -0.0074727  -0.5268116  -1.0067792   5.        ], shape=(6,), dtype=float32)",0.1,[11 3 3 0 0 0 0 0 6 1 3 3 0 0 0 0 10 0 0 0 0 0 0 0 0],False
394,[11 3 3 0 0 0 0 0 6 1 3 3 0 0 0 0 10 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.4743636   0.6651465   0.2079166  -0.42801797 -0.92466104  5.        ], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 4 4 1 4 2 0 0 0 0 10 0 0 0 0 0 0 0 0],False
395,[12 1 0 0 0 0 0 4 4 1 4 2 0 0 0 0 10 0 0 0 0 0 0 0 0],[1 1 1 0 1 7],0.4,[12 2 6 3 3 6 0 0 0 0 4 0 0 0 0 0 10 0 0 0 0 0 0 0 0],False
396,[12 2 6 3 3 6 0 0 0 0 4 0 0 0 0 0 10 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.216708    0.49176487 -0.09408427 -0.6679511  -0.8354917   5.        ], shape=(6,), dtype=float32)",0.0,[12 3 6 3 3 6 0 0 0 0 5 0 0 0 0 0 10 0 0 0 0 0 0 0 0],False
397,[12 3 6 3 3 6 0 0 0 0 5 0 0 0 0 0 10 0 0 0 0 0 0 0 0],"tf.Tensor([ 2.3003187   0.44724593 -0.06688351 -0.7462936  -0.9754794   5.        ], shape=(6,), dtype=float32)",24.0,[13 1 0 0 0 0 0 6 3 3 1 6 0 0 0 0 10 12 0 0 0 0 0 0 0],False
398,[13 1 0 0 0 0 0 6 3 3 1 6 0 0 0 0 10 12 0 0 0 0 0 0 0],"tf.Tensor([ 1.9217306  1.9102056  1.2908252 -1.0278392 -1.6296877  5.       ], shape=(6,), dtype=float32)",0.30000000000000004,[13 2 2 1 6 0 0 0 0 0 1 3 0 0 0 0 10 12 0 0 0 0 0 0 0],False
399,[13 2 2 1 6 0 0 0 0 0 1 3 0 0 0 0 10 12 0 0 0 0 0 0 0],[ 1  1  1  1  1 10],0.2,[13 3 2 1 6 1 3 0 0 0 0 0 0 0 0 0 10 12 0 0 0 0 0 0 0],False
400,[13 3 2 1 6 1 3 0 0 0 0 0 0 0 0 0 10 12 0 0 0 0 0 0 0],"tf.Tensor([ 1.4564692   0.7662188   0.65708137 -1.026029   -1.4317302   6.        ], shape=(6,), dtype=float32)",0.0,[14 1 0 0 0 0 0 2 1 6 5 5 0 0 0 0 10 12 0 0 0 0 0 0 0],True
401,[1 1 0 0 0 0 0 6 4 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.7185099   0.30748442 -0.20036416 -0.17196539 -0.4832452   3.        ], shape=(6,), dtype=float32)",0.0,[1 2 0 0 0 0 0 5 1 1 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0],False
402,[1 2 0 0 0 0 0 5 1 1 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 9],0.1,[1 3 5 0 0 0 0 0 6 6 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0],False
403,[1 3 5 0 0 0 0 0 6 6 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[ 1  1  1  1  1 12],50.0,[2 1 0 0 0 0 0 6 4 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 25],False
404,[2 1 0 0 0 0 0 6 4 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 25],[ 1  1  0  1  1 11],0.4,[2 2 5 3 3 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],False
405,[2 2 5 3 3 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],[1 0 0 0 1 2],0.0,[2 3 5 3 3 4 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],False
406,[2 3 5 3 3 4 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],[1 0 0 0 0 1],0.0,[3 1 0 0 0 0 0 5 3 6 3 4 0 0 0 0 0 0 0 0 0 0 0 0 25],False
407,[3 1 0 0 0 0 0 5 3 6 3 4 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 2.876147    1.4786105  -2.903484   -0.34469447 -0.0580602  10.        ], shape=(6,), dtype=float32)",0.2,[3 2 2 1 0 0 0 0 0 1 2 6 0 0 0 0 0 0 0 0 0 0 0 0 25],False
408,[3 2 2 1 0 0 0 0 0 1 2 6 0 0 0 0 0 0 0 0 0 0 0 0 25],[ 0  0  1  0  1 11],0.2,[3 3 2 1 1 6 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 25],False
409,[3 3 2 1 1 6 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 2.8016152   1.1421335  -2.3851862   0.03841012 -0.23283574 10.        ], shape=(6,), dtype=float32)",0.0,[4 1 0 0 0 0 0 2 1 5 4 3 0 0 0 0 0 0 0 0 0 0 0 0 25],False
410,[4 1 0 0 0 0 0 2 1 5 4 3 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 2.820185    1.0642227  -3.2406828  -0.508177    0.12088117 10.        ], shape=(6,), dtype=float32)",0.2,[4 2 6 2 0 0 0 0 0 6 5 6 0 0 0 0 0 0 0 0 0 0 0 0 25],False
411,[4 2 6 2 0 0 0 0 0 6 5 6 0 0 0 0 0 0 0 0 0 0 0 0 25],[ 0  0  0  1  0 12],0.1,[4 3 6 2 5 0 0 0 0 6 0 6 0 0 0 0 0 0 0 0 0 0 0 0 25],False
412,[4 3 6 2 5 0 0 0 0 6 0 6 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.1827328   1.2852685  -3.1142893  -0.27134362 -0.06779116 10.        ], shape=(6,), dtype=float32)",0.0,[5 1 0 0 0 0 0 6 2 6 5 5 0 0 0 0 0 0 0 0 0 0 0 0 25],False
413,[5 1 0 0 0 0 0 6 2 6 5 5 0 0 0 0 0 0 0 0 0 0 0 0 25],[0 1 1 0 0 2],0.2,[5 2 4 2 0 0 0 1 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 25],False
414,[5 2 4 2 0 0 0 1 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 25],[0 1 1 0 0 1],0.0,[5 3 4 2 0 0 0 6 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 25],False
415,[5 3 4 2 0 0 0 6 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 25],[ 1  0  1  1  0 11],0.0,[6 1 0 0 0 0 0 5 4 2 6 6 0 0 0 0 0 0 0 0 0 0 0 0 25],False
416,[6 1 0 0 0 0 0 5 4 2 6 6 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.0418844   0.5080355  -2.462259   -0.6041417  -0.39526907 10.        ], shape=(6,), dtype=float32)",0.1,[6 2 6 0 0 0 0 0 2 1 1 6 0 0 0 0 0 0 0 0 0 0 0 0 25],False
417,[6 2 6 0 0 0 0 0 2 1 1 6 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.0375519   0.77400845 -2.3279548  -0.23388469 -0.34627357 10.        ], shape=(6,), dtype=float32)",0.0,[6 3 6 0 0 0 0 0 3 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 25],False
418,[6 3 6 0 0 0 0 0 3 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 25],[1 0 1 0 1 8],0.0,[7 1 0 0 0 0 0 6 5 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 25],False
419,[7 1 0 0 0 0 0 6 5 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 2.7724988   1.4054027  -3.2463048  -0.37386128  0.01535917 10.        ], shape=(6,), dtype=float32)",0.2,[7 2 1 6 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 25],False
420,[7 2 1 6 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.2777283  -0.2542674  -2.7342284  -0.6611317  -0.09111258 10.        ], shape=(6,), dtype=float32)",0.0,[7 3 1 6 0 0 0 0 0 2 1 5 0 0 0 0 0 0 0 0 0 0 0 0 25],False
421,[7 3 1 6 0 0 0 0 0 2 1 5 0 0 0 0 0 0 0 0 0 0 0 0 25],[0 1 1 1 1 6],0.0,[8 1 0 0 0 0 0 1 6 6 5 1 0 0 0 0 0 0 0 0 0 0 0 0 25],False
422,[8 1 0 0 0 0 0 1 6 6 5 1 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.184678    0.4939259  -3.4376106  -0.9256058  -0.05049926 10.        ], shape=(6,), dtype=float32)",0.1,[8 2 3 0 0 0 0 0 3 3 5 1 0 0 0 0 0 0 0 0 0 0 0 0 25],False
423,[8 2 3 0 0 0 0 0 3 3 5 1 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.2215605   0.56429654 -2.973472   -0.60434705 -0.22032374 10.        ], shape=(6,), dtype=float32)",0.0,[8 3 3 0 0 0 0 0 3 2 6 4 0 0 0 0 0 0 0 0 0 0 0 0 25],False
424,[8 3 3 0 0 0 0 0 3 2 6 4 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.387737   0.4210337 -2.7245152 -0.5910154 -0.3686876 10.       ], shape=(6,), dtype=float32)",0.0,[9 1 0 0 0 0 0 3 3 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 25],False
425,[9 1 0 0 0 0 0 3 3 3 2 1 0 0 0 0 0 0 0 0 0 0 0 0 25],[ 0  0  0  1  1 11],0.2,[9 2 1 5 0 0 0 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],False
426,[9 2 1 5 0 0 0 3 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.3290594  -0.17489736 -2.4288883  -0.43459904 -0.38979223 10.        ], shape=(6,), dtype=float32)",0.1,[9 3 1 5 3 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],False
427,[9 3 1 5 3 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25],[0 1 1 0 0 1],4.0,[10 1 0 0 0 0 0 5 1 6 1 5 0 2 0 0 0 0 0 0 0 0 0 0 25],False
428,[10 1 0 0 0 0 0 5 1 6 1 5 0 2 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 2.9861643   0.79606867 -3.3954089  -0.71380675  0.206723   10.        ], shape=(6,), dtype=float32)",0.1,[10 2 4 0 0 0 0 0 2 1 5 4 0 2 0 0 0 0 0 0 0 0 0 0 25],False
429,[10 2 4 0 0 0 0 0 2 1 5 4 0 2 0 0 0 0 0 0 0 0 0 0 25],[1 1 1 1 1 2],0.4,[10 3 4 2 1 5 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 25],False
430,[10 3 4 2 1 5 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 25],[0 0 0 0 1 7],0.0,[11 1 0 0 0 0 0 4 2 5 2 5 0 2 0 0 0 0 0 0 0 0 0 0 25],False
431,[11 1 0 0 0 0 0 4 2 5 2 5 0 2 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.026239    0.4708657  -3.3796215  -0.8524248   0.12365904 10.        ], shape=(6,), dtype=float32)",0.1,[11 2 5 0 0 0 0 0 3 2 6 4 0 2 0 0 0 0 0 0 0 0 0 0 25],False
432,[11 2 5 0 0 0 0 0 3 2 6 4 0 2 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.475726    0.28514078 -2.8443255  -0.68978107 -0.37023076 10.        ], shape=(6,), dtype=float32)",0.0,[11 3 5 0 0 0 0 0 1 6 4 5 0 2 0 0 0 0 0 0 0 0 0 0 25],False
433,[11 3 5 0 0 0 0 0 1 6 4 5 0 2 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.5238585   0.95502794 -3.4469337  -0.48249117 -0.05488804 10.        ], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 5 2 4 4 1 0 2 0 0 0 0 0 0 0 0 0 0 25],False
434,[12 1 0 0 0 0 0 5 2 4 4 1 0 2 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor(
[ 3.0757294e+00  5.8130878e-01 -3.2967696e+00 -7.4811047e-01
  6.8533155e-03  1.0000000e+01], shape=(6,), dtype=float32)",0.1,[12 2 1 0 0 0 0 0 1 5 5 6 0 2 0 0 0 0 0 0 0 0 0 0 25],False
435,[12 2 1 0 0 0 0 0 1 5 5 6 0 2 0 0 0 0 0 0 0 0 0 0 25],[0 1 0 1 1 8],0.30000000000000004,[12 3 1 1 5 6 0 0 0 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 25],False
436,[12 3 1 1 5 6 0 0 0 4 0 0 0 2 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor(
[ 3.1696405e+00  4.5740500e-01 -3.4395378e+00 -4.0783253e-01
 -4.8674908e-03  1.0000000e+01], shape=(6,), dtype=float32)",0.0,[13 1 0 0 0 0 0 1 5 2 1 4 0 2 0 0 0 0 0 0 0 0 0 0 25],False
437,[13 1 0 0 0 0 0 1 5 2 1 4 0 2 0 0 0 0 0 0 0 0 0 0 25],"tf.Tensor([ 3.1520934  -0.3818427  -2.8194191  -1.1636841  -0.23228204 10.        ], shape=(6,), dtype=float32)",0.1,[13 2 5 0 0 0 0 0 4 5 5 1 0 2 0 0 0 0 0 0 0 0 0 0 25],False
