,0,1,2,3,4
471,[2 1 0 0 0 0 0 1 1 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.60270053 -0.09968057 -0.21530099 -0.16606832 -0.0105943   3.        ], shape=(6,), dtype=float32)",0.0,[2 2 0 0 0 0 0 3 1 5 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
472,[2 2 0 0 0 0 0 3 1 5 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.9998664   0.34380487 -0.20663235 -0.11251102 -0.07141648  5.        ], shape=(6,), dtype=float32)",0.1,[2 3 3 0 0 0 0 0 2 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
473,[2 3 3 0 0 0 0 0 2 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.89804953  0.27293622  0.05562015  0.11421603 -0.25023392  5.        ], shape=(6,), dtype=float32)",0.0,[3 1 0 0 0 0 0 5 6 3 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
474,[3 1 0 0 0 0 0 5 6 3 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.937007   -0.17507645 -0.54265726 -0.61785597 -0.33794662  3.        ], shape=(6,), dtype=float32)",0.1,[3 2 3 0 0 0 0 0 4 5 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
475,[3 2 3 0 0 0 0 0 4 5 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[ 1  1  0  0  1 10],0.2,[3 3 3 4 4 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
476,[3 3 3 4 4 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 9],0.0,[4 1 0 0 0 0 0 3 3 2 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
477,[4 1 0 0 0 0 0 3 3 2 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 1 1 9],0.30000000000000004,[4 2 1 4 2 0 0 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
478,[4 2 1 4 2 0 0 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 1 0 1 9],0.1,[4 3 1 4 2 6 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
479,[4 3 1 4 2 6 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.75493234  1.0212082   0.12165117  0.29339918 -0.71638757  5.        ], shape=(6,), dtype=float32)",12.0,[5 1 0 0 0 0 0 6 2 1 4 2 0 0 0 0 0 6 0 0 0 0 0 0 0],False
480,[5 1 0 0 0 0 0 6 2 1 4 2 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 0.9547082   0.4784351   0.3806578  -0.07023655 -0.41648072  5.        ], shape=(6,), dtype=float32)",0.1,[5 2 6 0 0 0 0 0 2 6 6 2 0 0 0 0 0 6 0 0 0 0 0 0 0],False
481,[5 2 6 0 0 0 0 0 2 6 6 2 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.4870187   0.31149706 -0.32807863 -1.0798906  -0.9963525   5.        ], shape=(6,), dtype=float32)",0.0,[5 3 6 0 0 0 0 0 4 2 5 2 0 0 0 0 0 6 0 0 0 0 0 0 0],False
482,[5 3 6 0 0 0 0 0 4 2 5 2 0 0 0 0 0 6 0 0 0 0 0 0 0],[1 0 1 1 0 5],0.0,[6 1 0 0 0 0 0 6 1 1 3 3 0 0 0 0 0 6 0 0 0 0 0 0 0],False
483,[6 1 0 0 0 0 0 6 1 1 3 3 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 0.99083143  0.5185326   0.5495884  -0.18591505 -0.45942062  5.        ], shape=(6,), dtype=float32)",0.1,[6 2 1 0 0 0 0 0 6 3 1 4 0 0 0 0 0 6 0 0 0 0 0 0 0],False
484,[6 2 1 0 0 0 0 0 6 3 1 4 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 1 0 1 1 9],0.30000000000000004,[6 3 1 6 1 4 0 0 0 6 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0],False
485,[6 3 1 6 1 4 0 0 0 6 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0],[1 1 1 1 1 5],12.0,[7 1 0 0 0 0 0 1 5 4 3 6 0 0 0 0 0 12 0 0 0 0 0 0 0],False
486,[7 1 0 0 0 0 0 1 5 4 3 6 0 0 0 0 0 12 0 0 0 0 0 0 0],[1 1 0 1 0 7],0.30000000000000004,[7 2 6 4 4 0 0 0 0 4 0 3 0 0 0 0 0 12 0 0 0 0 0 0 0],False
487,[7 2 6 4 4 0 0 0 0 4 0 3 0 0 0 0 0 12 0 0 0 0 0 0 0],"tf.Tensor([ 1.1300901   0.81627464  0.5014334  -0.67929155 -1.0325812   6.        ], shape=(6,), dtype=float32)",0.0,[7 3 6 4 4 0 0 0 0 3 0 6 0 0 0 0 0 12 0 0 0 0 0 0 0],False
488,[7 3 6 4 4 0 0 0 0 3 0 6 0 0 0 0 0 12 0 0 0 0 0 0 0],[ 1  0  0  0  0 11],0.0,[8 1 0 0 0 0 0 6 4 2 4 6 0 0 0 0 0 12 0 0 0 0 0 0 0],False
489,[8 1 0 0 0 0 0 6 4 2 4 6 0 0 0 0 0 12 0 0 0 0 0 0 0],[0 1 0 1 1 5],0.30000000000000004,[8 2 4 5 4 0 0 2 0 6 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0],False
490,[8 2 4 5 4 0 0 2 0 6 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0],"tf.Tensor([ 1.0087119  1.2715948  0.5216483 -0.462475  -0.9045965  5.       ], shape=(6,), dtype=float32)",0.1,[8 3 4 5 4 2 0 0 0 6 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0],False
491,[8 3 4 5 4 2 0 0 0 6 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0],[ 1  1  0  0  1 10],0.0,[9 1 0 0 0 0 0 1 4 1 5 4 0 0 0 0 0 12 0 0 0 0 0 0 0],False
492,[9 1 0 0 0 0 0 1 4 1 5 4 0 0 0 0 0 12 0 0 0 0 0 0 0],"tf.Tensor([ 0.7849356   0.44588816  0.73972946 -0.69952506 -0.88445956  6.        ], shape=(6,), dtype=float32)",0.0,[9 2 0 0 0 0 0 5 5 4 1 1 0 0 0 0 0 12 0 0 0 0 0 0 0],False
493,[9 2 0 0 0 0 0 5 5 4 1 1 0 0 0 0 0 12 0 0 0 0 0 0 0],[1 0 0 1 0 5],0.2,[9 3 5 1 0 0 0 0 4 1 0 6 0 0 0 0 0 12 0 0 0 0 0 0 0],False
494,[9 3 5 1 0 0 0 0 4 1 0 6 0 0 0 0 0 12 0 0 0 0 0 0 0],"tf.Tensor([ 1.0292168  1.0828733  1.1614614 -0.8658349 -1.0675192  5.       ], shape=(6,), dtype=float32)",-24.0,[10 1 0 0 0 0 0 6 3 4 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
495,[10 1 0 0 0 0 0 6 3 4 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.7105262   0.37066105 -0.5910415  -0.6083352  -0.38470125  6.        ], shape=(6,), dtype=float32)",0.1,[10 2 3 0 0 0 0 0 1 2 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
496,[10 2 3 0 0 0 0 0 1 2 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.2164707   0.08410809 -0.5395009  -0.31634668 -0.3131314  10.        ], shape=(6,), dtype=float32)",0.0,[10 3 3 0 0 0 0 0 6 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
497,[10 3 3 0 0 0 0 0 6 3 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.7390856   0.2575815  -0.45728892 -0.52038676 -0.5191384   5.        ], shape=(6,), dtype=float32)",0.0,[11 1 0 0 0 0 0 3 3 6 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
498,[11 1 0 0 0 0 0 3 3 6 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.5055853   0.18676868 -0.6568676  -0.79057735 -0.32662407  6.        ], shape=(6,), dtype=float32)",0.1,[11 2 2 0 0 0 0 0 5 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
499,[11 2 2 0 0 0 0 0 5 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 0 1 0 6],0.2,[11 3 2 5 4 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],False
500,[11 3 2 5 4 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.4814      0.12860848 -0.66997415 -0.32237145 -0.7654192   3.        ], shape=(6,), dtype=float32)",8.0,[12 1 0 0 0 0 0 2 5 1 6 6 0 0 0 4 0 0 0 0 0 0 0 0 0],False
501,[12 1 0 0 0 0 0 2 5 1 6 6 0 0 0 4 0 0 0 0 0 0 0 0 0],[ 1  0  0  0  0 12],0.1,[12 2 2 0 0 0 0 0 6 1 5 1 0 0 0 4 0 0 0 0 0 0 0 0 0],False
502,[12 2 2 0 0 0 0 0 6 1 5 1 0 0 0 4 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.5135031   0.5090505  -0.07709657 -0.15208325 -0.6507065   5.        ], shape=(6,), dtype=float32)",0.0,[12 3 2 0 0 0 0 0 2 4 3 1 0 0 0 4 0 0 0 0 0 0 0 0 0],False
503,[12 3 2 0 0 0 0 0 2 4 3 1 0 0 0 4 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.3756009   0.5875151  -0.14584534 -0.5771146  -0.5345784   6.        ], shape=(6,), dtype=float32)",0.0,[13 1 0 0 0 0 0 2 3 2 4 3 0 0 0 4 0 0 0 0 0 0 0 0 0],False
504,[13 1 0 0 0 0 0 2 3 2 4 3 0 0 0 4 0 0 0 0 0 0 0 0 0],[1 1 1 0 1 0],0.4,[13 2 6 1 4 3 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0],False
505,[13 2 6 1 4 3 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 4],0.0,[13 3 6 1 4 3 0 0 0 0 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0],False
506,[13 3 6 1 4 3 0 0 0 0 3 0 0 0 0 4 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 9],0.0,[14 1 0 0 0 0 0 6 1 4 4 3 0 0 0 4 0 0 0 0 0 0 0 0 0],True
507,[1 1 0 0 0 0 0 5 1 1 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 1 9],0.1,[1 2 5 0 0 0 0 1 3 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
508,[1 2 5 0 0 0 0 1 3 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.0089325   0.18920574  0.29841948 -0.30018345 -0.73926884  3.        ], shape=(6,), dtype=float32)",0.1,[1 3 5 1 0 0 0 0 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
509,[1 3 5 1 0 0 0 0 6 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.889535    0.00303599  0.1145298  -0.47580913 -0.76542336  3.        ], shape=(6,), dtype=float32)",0.0,[2 1 0 0 0 0 0 5 1 1 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0],False
510,[2 1 0 0 0 0 0 5 1 1 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 1 1 1 5],0.4,[2 2 5 3 4 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
511,[2 2 5 3 4 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 1 2],0.1,[2 3 5 3 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
512,[2 3 5 3 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[ 0  0  1  1  0 10],0.0,[3 1 0 0 0 0 0 2 5 3 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
513,[3 1 0 0 0 0 0 2 5 3 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.6412645   0.00773579 -0.5568749  -0.47215256 -0.15448698  3.        ], shape=(6,), dtype=float32)",0.0,[3 2 0 0 0 0 0 4 4 3 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
514,[3 2 0 0 0 0 0 4 4 3 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.9948206   0.14892715 -0.36986274 -0.31031403 -0.2712978   3.        ], shape=(6,), dtype=float32)",0.1,[3 3 4 0 0 0 0 0 6 4 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
515,[3 3 4 0 0 0 0 0 6 4 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.2329252   0.23095101 -0.15371782 -0.30892637 -0.45220494  5.        ], shape=(6,), dtype=float32)",0.0,[4 1 0 0 0 0 0 1 2 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0],False
516,[4 1 0 0 0 0 0 1 2 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.7901915   0.1906915  -0.34055611 -0.30736628 -0.11018827  5.        ], shape=(6,), dtype=float32)",0.0,[4 2 0 0 0 0 0 1 5 5 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
517,[4 2 0 0 0 0 0 1 5 5 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 1 0 0 3],0.1,[4 3 5 0 0 0 0 4 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
518,[4 3 5 0 0 0 0 4 3 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 1 0 0 1],0.0,[5 1 0 0 0 0 0 4 4 3 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0],False
519,[5 1 0 0 0 0 0 4 4 3 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.049247   -0.15731987 -0.596311   -0.5452056  -0.0457532   3.        ], shape=(6,), dtype=float32)",0.1,[5 2 5 0 0 0 0 0 1 3 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
520,[5 2 5 0 0 0 0 0 1 3 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.2293482   0.36296558 -0.25519875 -0.3646002  -0.4415477   9.        ], shape=(6,), dtype=float32)",0.0,[5 3 5 0 0 0 0 0 2 5 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0],False
521,[5 3 5 0 0 0 0 0 2 5 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.5524259   0.43443567 -0.35552835 -0.23477976 -0.4443706   9.        ], shape=(6,), dtype=float32)",0.0,[6 1 0 0 0 0 0 5 5 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
522,[6 1 0 0 0 0 0 5 5 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.1002178   0.11635134 -0.56293017 -0.44865522 -0.12095519  3.        ], shape=(6,), dtype=float32)",0.1,[6 2 2 0 0 0 0 0 5 6 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
523,[6 2 2 0 0 0 0 0 5 6 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0],[ 1  1  1  1  0 11],0.30000000000000004,[6 3 2 5 6 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
524,[6 3 2 5 6 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 1 0 0 5],12.0,[7 1 0 0 0 0 0 2 2 2 1 1 0 0 0 0 0 6 0 0 0 0 0 0 0],False
525,[7 1 0 0 0 0 0 2 2 2 1 1 0 0 0 0 0 6 0 0 0 0 0 0 0],[ 1  1  0  0  0 10],0.2,[7 2 3 5 0 0 0 0 0 2 1 1 0 0 0 0 0 6 0 0 0 0 0 0 0],False
526,[7 2 3 5 0 0 0 0 0 2 1 1 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 1 1 1 0 3],0.2,[7 3 3 5 2 1 0 0 0 0 0 3 0 0 0 0 0 6 0 0 0 0 0 0 0],False
527,[7 3 3 5 2 1 0 0 0 0 0 3 0 0 0 0 0 6 0 0 0 0 0 0 0],[ 1  1  1  0  1 10],0.0,[8 1 0 0 0 0 0 3 5 4 4 6 0 0 0 0 0 6 0 0 0 0 0 0 0],False
528,[8 1 0 0 0 0 0 3 5 4 4 6 0 0 0 0 0 6 0 0 0 0 0 0 0],[ 1  0  0  0  0 11],0.1,[8 2 4 0 0 0 0 0 5 6 3 1 0 0 0 0 0 6 0 0 0 0 0 0 0],False
529,[8 2 4 0 0 0 0 0 5 6 3 1 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 0 0 0 1 1],0.1,[8 3 4 1 0 0 0 0 2 2 3 0 0 0 0 0 0 6 0 0 0 0 0 0 0],False
530,[8 3 4 1 0 0 0 0 2 2 3 0 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.0477724   0.35951433  0.02293461 -0.5832893  -0.7434595   6.        ], shape=(6,), dtype=float32)",0.0,[9 1 0 0 0 0 0 4 4 6 5 2 0 0 0 0 0 6 0 0 0 0 0 0 0],False
531,[9 1 0 0 0 0 0 4 4 6 5 2 0 0 0 0 0 6 0 0 0 0 0 0 0],[1 1 1 0 0 5],0.30000000000000004,[9 2 6 5 4 0 0 0 0 0 2 3 0 0 0 0 0 6 0 0 0 0 0 0 0],False
532,[9 2 6 5 4 0 0 0 0 0 2 3 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.1950349   0.1450738   0.11287898 -0.60310566 -0.93811363  6.        ], shape=(6,), dtype=float32)",0.0,[9 3 6 5 4 0 0 0 0 0 1 4 0 0 0 0 0 6 0 0 0 0 0 0 0],False
533,[9 3 6 5 4 0 0 0 0 0 1 4 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 0 1 0 1 1],0.0,[10 1 0 0 0 0 0 6 5 4 5 5 0 0 0 0 0 6 0 0 0 0 0 0 0],False
534,[10 1 0 0 0 0 0 6 5 4 5 5 0 0 0 0 0 6 0 0 0 0 0 0 0],[0 0 0 0 1 6],0.1,[10 2 5 0 0 0 0 1 6 1 2 0 0 0 0 0 0 6 0 0 0 0 0 0 0],False
535,[10 2 5 0 0 0 0 1 6 1 2 0 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.2249407   0.6224543   0.45525548 -0.2898119  -0.938954    6.        ], shape=(6,), dtype=float32)",0.1,[10 3 5 1 0 0 0 0 4 5 5 0 0 0 0 0 0 6 0 0 0 0 0 0 0],False
536,[10 3 5 1 0 0 0 0 4 5 5 0 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.7842288   0.49841064 -0.23176864 -0.8567885  -0.8700805   6.        ], shape=(6,), dtype=float32)",0.0,[11 1 0 0 0 0 0 2 2 2 4 5 0 0 0 0 0 6 0 0 0 0 0 0 0],False
537,[11 1 0 0 0 0 0 2 2 2 4 5 0 0 0 0 0 6 0 0 0 0 0 0 0],[1 1 1 0 0 2],0.30000000000000004,[11 2 4 3 3 0 0 0 0 0 1 3 0 0 0 0 0 6 0 0 0 0 0 0 0],False
538,[11 2 4 3 3 0 0 0 0 0 1 3 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.137115    0.28037697  0.10163672 -0.4958597  -0.9233406   6.        ], shape=(6,), dtype=float32)",0.0,[11 3 4 3 3 0 0 0 0 0 3 3 0 0 0 0 0 6 0 0 0 0 0 0 0],False
539,[11 3 4 3 3 0 0 0 0 0 3 3 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor(
[ 1.2377290e+00  1.5642834e-01 -4.1017073e-04 -6.0572386e-01
 -9.7444969e-01  6.0000000e+00], shape=(6,), dtype=float32)",0.0,[12 1 0 0 0 0 0 4 3 3 2 4 0 0 0 0 0 6 0 0 0 0 0 0 0],False
540,[12 1 0 0 0 0 0 4 3 3 2 4 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 0.829909    0.38111964  0.04603022 -0.8137117  -0.69320434  6.        ], shape=(6,), dtype=float32)",0.0,[12 2 0 0 0 0 0 6 6 3 6 5 0 0 0 0 0 6 0 0 0 0 0 0 0],False
541,[12 2 0 0 0 0 0 6 6 3 6 5 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.6093401  -0.12001562 -0.29031017 -0.68782574 -0.3462884   3.        ], shape=(6,), dtype=float32)",0.1,[12 3 6 0 0 0 0 0 5 1 2 2 0 0 0 0 0 6 0 0 0 0 0 0 0],False
542,[12 3 6 0 0 0 0 0 5 1 2 2 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.4559368   0.64766663  0.46321446 -0.2868769  -0.8618722   6.        ], shape=(6,), dtype=float32)",0.0,[13 1 0 0 0 0 0 1 2 3 6 6 0 0 0 0 0 6 0 0 0 0 0 0 0],False
543,[13 1 0 0 0 0 0 1 2 3 6 6 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.4559244  -0.42412192 -0.5114009  -0.7362373  -0.32866806 10.        ], shape=(6,), dtype=float32)",0.1,[13 2 2 0 0 0 0 0 2 2 1 6 0 0 0 0 0 6 0 0 0 0 0 0 0],False
544,[13 2 2 0 0 0 0 0 2 2 1 6 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor([ 1.0278144   0.06746489 -0.07406282 -0.544408   -0.46738118  2.        ], shape=(6,), dtype=float32)",0.0,[13 3 2 0 0 0 0 0 5 2 4 1 0 0 0 0 0 6 0 0 0 0 0 0 0],False
545,[13 3 2 0 0 0 0 0 5 2 4 1 0 0 0 0 0 6 0 0 0 0 0 0 0],"tf.Tensor(
[ 1.3147619e+00  5.3330570e-01  2.1129708e-04 -3.0187687e-01
 -6.5009898e-01  6.0000000e+00], shape=(6,), dtype=float32)",0.0,[14 1 0 0 0 0 0 2 3 2 1 2 0 0 0 0 0 6 0 0 0 0 0 0 0],True
546,[1 1 0 0 0 0 0 5 3 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.0945443   0.05511294  0.03638454 -0.2923633  -0.36026454  5.        ], shape=(6,), dtype=float32)",0.1,[1 2 5 0 0 0 0 0 5 3 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0],False
547,[1 2 5 0 0 0 0 0 5 3 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.1491481   0.14477038  0.22051232 -0.152197   -0.378886    3.        ], shape=(6,), dtype=float32)",0.0,[1 3 5 0 0 0 0 0 5 5 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0],False
548,[1 3 5 0 0 0 0 0 5 5 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0],[ 0  1  1  0  1 10],0.0,[2 1 0 0 0 0 0 5 3 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
549,[2 1 0 0 0 0 0 5 3 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.1257885   0.04485039 -0.07102957 -0.36236948 -0.28650293  5.        ], shape=(6,), dtype=float32)",0.1,[2 2 5 0 0 0 0 0 1 2 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0],False
550,[2 2 5 0 0 0 0 0 1 2 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.3171614   0.71540505  0.24399273  0.38970813 -0.28678346  4.        ], shape=(6,), dtype=float32)",0.0,[2 3 5 0 0 0 0 0 3 6 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
551,[2 3 5 0 0 0 0 0 3 6 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 7],0.0,[3 1 0 0 0 0 0 5 4 1 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0],False
552,[3 1 0 0 0 0 0 5 4 1 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 1 0 1 0],0.30000000000000004,[3 2 1 2 1 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
553,[3 2 1 2 1 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.4981662   0.06884695 -0.17067161 -0.17791575 -0.46736574  3.        ], shape=(6,), dtype=float32)",0.0,[3 3 1 2 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],False
554,[3 3 1 2 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.3227162   0.13720582 -0.20928231 -0.08526662 -0.45689952  3.        ], shape=(6,), dtype=float32)",0.0,[4 1 0 0 0 0 0 1 5 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
555,[4 1 0 0 0 0 0 1 5 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 0.616091    0.22351657 -0.14136708 -0.04657507 -0.16675435  5.        ], shape=(6,), dtype=float32)",0.0,[4 2 0 0 0 0 0 1 6 5 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
556,[4 2 0 0 0 0 0 1 6 5 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor(
[ 1.1622645e+00 -2.4811712e-01 -4.8840874e-01 -4.2238918e-01
 -1.4226593e-03  1.0000000e+01], shape=(6,), dtype=float32)",0.1,[4 3 1 0 0 0 0 0 6 6 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0],False
557,[4 3 1 0 0 0 0 0 6 6 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 1 1 1 0 4],0.0,[5 1 0 0 0 0 0 5 1 6 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0],False
558,[5 1 0 0 0 0 0 5 1 6 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 9],0.0,[5 2 0 0 0 0 0 4 5 4 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0],False
559,[5 2 0 0 0 0 0 4 5 4 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.1082647   0.40022975 -0.31369096 -0.21025045 -0.30075493  5.        ], shape=(6,), dtype=float32)",0.1,[5 3 4 0 0 0 0 0 4 1 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0],False
560,[5 3 4 0 0 0 0 0 4 1 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.0894647   0.20600605 -0.0827181   0.03994464 -0.35108253  3.        ], shape=(6,), dtype=float32)",8.0,[6 1 0 0 0 0 0 1 2 4 6 1 0 0 0 4 0 0 0 0 0 0 0 0 0],False
561,[6 1 0 0 0 0 0 1 2 4 6 1 0 0 0 4 0 0 0 0 0 0 0 0 0],"tf.Tensor([ 1.2012687   0.03422689 -0.35118178 -0.81377375  0.05472432  5.        ], shape=(6,), dtype=float32)",0.1,[6 2 4 0 0 0 0 0 5 3 6 4 0 0 0 4 0 0 0 0 0 0 0 0 0],False
